SERVICE,TIME,REQ,CLEAR,START,END,A/D,FREQ,AC,SEAT,TERM,WKY,TY,REC,O/D,L/N,TROUND,T/R,LAST
NUMBER,,TIME,CODE,DATE,DATE,,,,,,,OP,TYP,,,SERV NO,DAYS,EDIT
NPT11  M,2235,2235,OK ,09-May-18,24-Oct-18,D,..3....,73Y,0,FRT,1,M,SO,STN,STN,NPT11  L,0,03-May-18
NPT11  M,2235,2235,OK ,14-May-18,21-May-18,D,1......,73Y,0,FRT,1,M,SO,STN,STN,NPT11  L,0,12-Jan-18
NPT11  M,2235,2235,OK ,04-Jun-18,22-Oct-18,D,1......,73Y,0,FRT,1,M,SO,STN,STN,NPT11  L,0,12-Jan-18
NPT11  P,230,230,OK ,03-May-18,03-May-18,D,...4...,73Y,0,FRT,1,P,SO,STN,STN,        ,0,03-May-18
NPT11  P,1530,1530,OK ,11-May-18,11-May-18,D,....5..,73Y,0,FRT,1,P,SO,STN,STN,        ,0,11-May-18
EZY12   ,600,600,OK ,30-May-18,24-Oct-18,D,..3....,320,186,1D ,1,J,SO,LTN,LTN,EZY239  ,1,21-Feb-18
EZY12   ,600,600,OK ,25-Jun-18,27-Aug-18,D,1......,320,186,1D ,1,J,SO,LTN,LTN,EZY431  ,1,21-Feb-18
EZY12   ,600,600,OK ,04-Jun-18,18-Jun-18,D,1......,320,186,1D ,1,J,SO,LTN,LTN,EZY813  ,1,21-Feb-18
EZY12   ,600,600,OK ,26-Mar-18,28-May-18,D,1......,320,186,1D ,1,J,SO,LTN,LTN,        ,0,21-Feb-18
EZY12   ,600,600,OK ,03-Sep-18,03-Sep-18,D,1......,320,186,1D ,1,J,SO,LTN,LTN,EZY813  ,1,21-Feb-18
EZY12   ,600,600,OK ,10-Sep-18,22-Oct-18,D,1......,320,186,1D ,1,J,SO,LTN,LTN,EZY813  ,1,21-Feb-18
EZY12   ,600,600,OK ,28-Mar-18,23-May-18,D,..3....,320,186,1D ,1,J,SO,LTN,LTN,        ,0,21-Feb-18
EZY12   ,530,530,OK ,29-May-18,23-Oct-18,D,.2.....,319,156,1D ,1,J,SO,LTN,LTN,EZY6958 ,1,21-Feb-18
EZY12   ,530,530,OK ,27-Mar-18,22-May-18,D,.2.....,319,156,1D ,1,J,SO,LTN,LTN,        ,0,21-Feb-18
EZY12   ,530,530,OK ,29-Mar-18,26-Apr-18,D,...4...,320,186,1D ,1,J,SO,LTN,LTN,        ,0,13-Mar-18
EZY12   ,520,520,OK ,01-Jun-18,22-Jun-18,D,....5..,319,156,1D ,1,J,SO,LTN,LTN,EZY6958 ,1,08-Feb-18
EZY12   ,520,520,OK ,30-Mar-18,25-May-18,D,....5..,319,156,1D ,1,J,SO,LTN,LTN,        ,0,08-Feb-18
EZY12   ,520,520,OK ,07-Sep-18,26-Oct-18,D,....5..,319,156,1D ,1,J,SO,LTN,LTN,EZY6958 ,1,08-Feb-18
EZY12   ,520,520,OK ,29-Jun-18,31-Aug-18,D,....5..,319,156,1D ,1,J,SO,LTN,LTN,EZY6992 ,1,08-Feb-18
EZY12   ,755,755,OK ,31-Mar-18,21-Apr-18,D,.....6.,319,156,1D ,1,J,SO,LTN,LTN,        ,0,02-Mar-18
EZY12   ,755,755,OK ,02-Jun-18,23-Jun-18,D,.....6.,319,156,1D ,1,J,SO,LTN,LTN,EZY11   ,0,02-Mar-18
EZY12   ,755,755,OK ,28-Apr-18,26-May-18,D,.....6.,319,156,1D ,1,J,SO,LTN,LTN,        ,0,02-Mar-18
EZY12   ,530,530,OK ,31-May-18,25-Oct-18,D,...4...,320,186,1D ,1,J,SO,LTN,LTN,EZY6948 ,0,11-Apr-18
EZY12   ,530,530,OK ,03-May-18,24-May-18,D,...4...,320,186,1D ,1,J,SO,LTN,LTN,        ,0,11-Apr-18
EZY12   ,755,755,OK ,30-Jun-18,01-Sep-18,D,.....6.,320,180,1D ,1,J,SO,LTN,LTN,EZY11   ,0,02-Mar-18
EZY12   ,755,755,OK ,08-Sep-18,27-Oct-18,D,.....6.,319,156,1D ,1,J,SO,LTN,LTN,EZY11   ,0,02-Mar-18
NPT12  A,2145,2145,OK ,26-Mar-18,26-Mar-18,D,1......,73P,0,FRT,1,M,SO,EMA,EMA,        ,0,26-Mar-18
NPT12  A,2145,2145,OK ,27-Mar-18,25-Apr-18,D,.23....,73Y,0,FRT,1,M,SO,EMA,EMA,        ,0,02-May-18
NPT12  A,2145,2145,OK ,29-Mar-18,12-Apr-18,D,...4...,73Y,0,FRT,1,M,SO,EMA,EMA,        ,0,18-Apr-18
NPT12  A,2145,2145,OK ,06-Apr-18,27-Apr-18,D,....5..,73Y,0,FRT,1,M,SO,EMA,EMA,        ,0,04-May-18
NPT12  A,2145,2145,OK ,09-Apr-18,30-Apr-18,D,1......,73Y,0,FRT,1,M,SO,EMA,EMA,        ,0,06-Mar-18
NPT12  A,2145,2145,OK ,19-Apr-18,19-Apr-18,D,...4...,73P,0,FRT,1,M,SO,EMA,EMA,        ,0,20-Apr-18
NPT12  A,2145,2145,OK ,26-Apr-18,26-Apr-18,D,...4...,73Y,0,FRT,1,M,SO,EMA,EMA,        ,0,04-May-18
NPT12  A,2145,2145,OK ,01-May-18,01-May-18,D,.2.....,73P,0,FRT,1,M,SO,EMA,EMA,        ,0,03-May-18
NPT12  A,2145,2145,OK ,02-May-18,02-May-18,D,..3....,73Y,0,FRT,1,M,SO,EMA,EMA,        ,0,03-May-18
NPT12  A,2145,2145,OK ,04-May-18,04-May-18,D,....5..,73P,0,FRT,1,M,SO,EMA,EMA,        ,0,04-May-18
NPT12  A,2145,2145,OK ,08-May-18,15-May-18,D,.2.....,73Y,0,FRT,1,M,SO,EMA,EMA,        ,0,21-May-18
NPT12  A,2145,2145,OK ,09-May-18,16-May-18,D,..3....,73Y,0,FRT,1,M,SO,EMA,EMA,        ,0,23-May-18
NPT12  A,2145,2145,OK ,10-May-18,17-May-18,D,...4...,73Y,0,FRT,1,M,SO,EMA,EMA,        ,0,23-May-18
NPT12  A,2145,2145,OK ,11-May-18,11-May-18,D,....5..,73P,0,FRT,1,M,SO,EMA,EMA,        ,0,11-May-18
NPT12  A,2145,2145,OK ,14-May-18,21-May-18,D,1......,73Y,0,FRT,1,M,SO,EMA,EMA,        ,0,06-Mar-18
NPT12  A,2145,2145,OK ,18-May-18,18-May-18,D,....5..,73Y,0,FRT,1,M,SO,EMA,EMA,        ,0,25-May-18
NPT12  A,2145,2145,OK ,22-May-18,22-May-18,D,.2.....,73P,0,FRT,1,M,SO,EMA,EMA,        ,0,21-May-18
NPT12  A,2145,2145,OK ,23-May-18,23-May-18,D,..3....,73P,0,FRT,1,M,SO,EMA,EMA,        ,0,23-May-18
NPT12  A,2145,2145,OK ,24-May-18,24-May-18,D,...4...,73P,0,FRT,1,M,SO,EMA,EMA,        ,0,23-May-18
NPT12  A,2145,2145,OK ,25-May-18,25-May-18,D,....5..,73P,0,FRT,1,M,SO,EMA,EMA,        ,0,25-May-18
NPT12  A,2145,2145,OK ,29-May-18,29-May-18,D,.2.....,73Y,0,FRT,1,M,SO,EMA,EMA,NPT10  K,6,21-May-18
NPT12  A,2145,2145,OK ,28-Aug-18,28-Aug-18,D,.2.....,73Y,0,FRT,1,M,SO,EMA,EMA,NPT10  K,3,21-May-18
NPT12  A,2145,2145,OK ,05-Jun-18,21-Aug-18,D,.2.....,73Y,0,FRT,1,M,SO,EMA,EMA,NPT10  K,0,21-May-18
NPT12  A,2145,2145,OK ,04-Sep-18,23-Oct-18,D,.2.....,73Y,0,FRT,1,M,SO,EMA,EMA,NPT10  K,0,21-May-18
NPT12  A,2145,2145,OK ,30-May-18,24-Oct-18,D,..3....,73Y,0,FRT,1,M,SO,EMA,EMA,NPT10  K,0,23-May-18
NPT12  A,2145,2145,OK ,31-May-18,25-Oct-18,D,...4...,73Y,0,FRT,1,M,SO,EMA,EMA,NPT10  K,0,23-May-18
NPT12  A,2145,2145,OK ,01-Jun-18,26-Oct-18,D,....5..,73Y,0,FRT,1,M,SO,EMA,EMA,NPT10  K,0,25-May-18
NPT12  A,2145,2145,OK ,25-Jun-18,20-Aug-18,D,1......,73Y,0,FRT,1,M,SO,EMA,EMA,NPT10  K,2,06-Mar-18
NPT12  A,2145,2145,OK ,04-Jun-18,11-Jun-18,D,1......,73Y,0,FRT,1,M,SO,EMA,EMA,NPT10  K,2,06-Mar-18
NPT12  A,2145,2145,OK ,18-Jun-18,18-Jun-18,D,1......,73Y,0,FRT,1,M,SO,EMA,EMA,NPT12  B,2,06-Mar-18
NPT12  A,2145,2145,OK ,03-Sep-18,22-Oct-18,D,1......,73Y,0,FRT,1,M,SO,EMA,EMA,NPT10  K,2,06-Mar-18
NPT12  B,30,30,OK ,27-Mar-18,27-Mar-18,A,.2.....,73P,0,FRT,1,M,SO,EMA,EMA,        ,0,26-Mar-18
NPT12  B,30,30,OK ,28-Mar-18,26-Apr-18,A,..34...,73Y,0,FRT,1,M,SO,EMA,EMA,        ,0,02-May-18
NPT12  B,30,30,OK ,30-Mar-18,13-Apr-18,A,....5..,73Y,0,FRT,1,M,SO,EMA,EMA,        ,0,18-Apr-18
NPT12  B,30,30,OK ,07-Apr-18,19-May-18,A,.....6.,73Y,0,FRT,1,M,SO,EMA,EMA,        ,0,25-May-18
NPT12  B,30,30,OK ,10-Apr-18,01-May-18,A,.2.....,73Y,0,FRT,1,M,SO,EMA,EMA,        ,0,06-Mar-18
NPT12  B,30,30,OK ,20-Apr-18,20-Apr-18,A,....5..,73P,0,FRT,1,M,SO,EMA,EMA,        ,0,20-Apr-18
NPT12  B,30,30,OK ,27-Apr-18,27-Apr-18,A,....5..,73Y,0,FRT,1,M,SO,EMA,EMA,        ,0,04-May-18
NPT12  B,30,30,OK ,02-May-18,02-May-18,A,..3....,73P,0,FRT,1,M,SO,EMA,EMA,        ,0,04-May-18
NPT12  B,30,30,OK ,03-May-18,03-May-18,A,...4...,73Y,0,FRT,1,M,SO,EMA,EMA,        ,0,04-May-18
NPT12  B,30,30,OK ,09-May-18,16-May-18,A,..3....,73Y,0,FRT,1,M,SO,EMA,EMA,        ,0,22-May-18
NPT12  B,30,30,OK ,10-May-18,17-May-18,A,...4...,73Y,0,FRT,1,M,SO,EMA,EMA,        ,0,23-May-18
NPT12  B,30,30,OK ,11-May-18,18-May-18,A,....5..,73Y,0,FRT,1,M,SO,EMA,EMA,        ,0,25-May-18
NPT12  B,30,30,OK ,15-May-18,15-May-18,A,.2.....,73P,0,FRT,1,M,SO,EMA,EMA,        ,0,15-May-18
NPT12  B,30,30,OK ,22-May-18,22-May-18,A,.2.....,73Y,0,FRT,1,M,SO,EMA,EMA,        ,0,15-May-18
NPT12  B,30,30,OK ,23-May-18,23-May-18,A,..3....,73P,0,FRT,1,M,SO,EMA,EMA,        ,0,22-May-18
NPT12  B,30,30,OK ,24-May-18,24-May-18,A,...4...,73P,0,FRT,1,M,SO,EMA,EMA,        ,0,23-May-18
NPT12  B,30,30,OK ,25-May-18,25-May-18,A,....5..,73P,0,FRT,1,M,SO,EMA,EMA,        ,0,25-May-18
NPT12  B,30,30,OK ,26-May-18,26-May-18,A,.....6.,73P,0,FRT,1,M,SO,EMA,EMA,NPT4   S,3,25-May-18
NPT12  B,30,30,OK ,30-May-18,24-Oct-18,A,..3....,73Y,0,FRT,1,M,SO,EMA,EMA,NPT10  J,0,22-May-18
NPT12  B,30,30,OK ,31-May-18,25-Oct-18,A,...4...,73Y,0,FRT,1,M,SO,EMA,EMA,NPT10  J,0,23-May-18
NPT12  B,30,30,OK ,01-Jun-18,26-Oct-18,A,....5..,73Y,0,FRT,1,M,SO,EMA,EMA,NPT10  J,0,25-May-18
NPT12  B,30,30,OK ,25-Aug-18,25-Aug-18,A,.....6.,73Y,0,FRT,1,M,SO,EMA,EMA,NPT10  J,3,25-May-18
NPT12  B,30,30,OK ,02-Jun-18,09-Jun-18,A,.....6.,73Y,0,FRT,1,M,SO,EMA,EMA,NPT10  J,2,25-May-18
NPT12  B,30,30,OK ,23-Jun-18,18-Aug-18,A,.....6.,73Y,0,FRT,1,M,SO,EMA,EMA,NPT10  J,2,25-May-18
NPT12  B,30,30,OK ,16-Jun-18,16-Jun-18,A,.....6.,73Y,0,FRT,1,M,SO,EMA,EMA,NPT12  A,2,25-May-18
NPT12  B,30,30,OK ,01-Sep-18,20-Oct-18,A,.....6.,73Y,0,FRT,1,M,SO,EMA,EMA,NPT10  J,2,25-May-18
NPT12  B,30,30,OK ,27-Oct-18,27-Oct-18,A,.....6.,73Y,0,FRT,1,M,SO,EMA,EMA,        ,0,25-May-18
NPT12  B,30,30,OK ,05-Jun-18,21-Aug-18,A,.2.....,73Y,0,FRT,1,M,SO,EMA,EMA,NPT10  J,0,06-Mar-18
NPT12  B,30,30,OK ,04-Sep-18,23-Oct-18,A,.2.....,73Y,0,FRT,1,M,SO,EMA,EMA,NPT10  J,0,06-Mar-18
SWN12  B,50,50,OK ,04-May-18,04-May-18,A,....5..,APF,0,FRT,1,M,SO,EMA,EMA,        ,0,04-May-18
NPT12  P,1845,1845,OK ,27-Mar-18,27-Mar-18,A,.2.....,73Y,0,FRT,1,P,SO,BHX,BHX,        ,0,20-Mar-18
NPT12  P,1925,1925,OK ,05-Apr-18,05-Apr-18,A,...4...,73Y,0,FRT,1,P,SO,EMA,EMA,        ,0,05-Apr-18
NPT12  P,2000,2000,OK ,20-Apr-18,20-Apr-18,A,....5..,73Y,0,FRT,1,P,SO,BHX,BHX,        ,0,18-Apr-18
NPT12  P,1945,1945,OK ,23-Apr-18,23-Apr-18,A,1......,73Y,0,FRT,1,P,SO,EMA,EMA,        ,0,24-Apr-18
NPT12  P,1930,1930,OK ,27-Apr-18,27-Apr-18,A,....5..,73Y,0,FRT,1,P,SO,BFS,BFS,        ,0,27-Apr-18
NPT12  P,2020,2020,OK ,07-May-18,07-May-18,A,1......,73Y,0,FRT,1,P,SO,STN,STN,        ,0,08-May-18
NPT12  P,1745,1745,OK ,21-May-18,21-May-18,A,1......,73Y,0,FRT,1,P,SO,WRT,WRT,        ,0,21-May-18
NPT12  P,1845,1845,OK ,22-May-18,22-May-18,A,.2.....,73P,0,FRT,1,P,SO,EMA,EMA,        ,0,21-May-18
NPT12  P,1845,1845,OK ,29-May-18,29-May-18,A,.2.....,73Y,0,FRT,1,P,SO,EMA,EMA,NPT10  J,0,21-May-18
NPT12  P,1845,1845,OK ,18-Jun-18,18-Jun-18,A,1......,73Y,0,FRT,1,P,SO,EMA,EMA,NPT10  J,0,22-May-18
EZY13   ,1240,1240,OK ,04-Jun-18,18-Jun-18,A,1......,319,156,1D ,1,J,SO,LTN,LTN,EZY14   ,0,04-Oct-17
EZY13   ,1240,1240,OK ,26-Mar-18,28-May-18,A,1......,319,156,1D ,1,J,SO,LTN,LTN,        ,0,04-Oct-17
EZY13   ,1215,1215,OK ,01-Jun-18,22-Jun-18,A,....5..,319,156,1D ,1,J,SO,LTN,LTN,EZY6983 ,0,18-Dec-17
EZY13   ,1215,1215,OK ,30-Mar-18,25-May-18,A,....5..,319,156,1D ,1,J,SO,LTN,LTN,        ,0,18-Dec-17
EZY13   ,1215,1215,OK ,25-Jun-18,27-Aug-18,A,1......,319,156,1D ,1,J,SO,LTN,LTN,EZY6931 ,0,18-Dec-17
EZY13   ,1215,1215,OK ,29-Jun-18,24-Aug-18,A,....5..,319,156,1D ,1,J,SO,LTN,LTN,EZY6983 ,0,18-Dec-17
EZY13   ,1215,1215,OK ,31-Aug-18,26-Oct-18,A,....5..,319,156,1D ,1,J,SO,LTN,LTN,EZY6983 ,0,18-Dec-17
EZY13   ,1240,1240,OK ,03-Sep-18,22-Oct-18,A,1......,319,156,1D ,1,J,SO,LTN,LTN,EZY14   ,0,04-Oct-17
EZY14   ,1310,1310,OK ,04-Jun-18,18-Jun-18,D,1......,319,156,1D ,1,J,SO,LTN,LTN,EZY13   ,0,04-Oct-17
EZY14   ,1310,1310,OK ,26-Mar-18,28-May-18,D,1......,319,156,1D ,1,J,SO,LTN,LTN,        ,0,04-Oct-17
EZY14   ,910,910,OK ,01-Jun-18,22-Jun-18,D,....5..,319,156,1D ,1,J,SO,LTN,LTN,EZY11   ,0,04-Oct-17
EZY14   ,910,910,OK ,30-Mar-18,25-May-18,D,....5..,319,156,1D ,1,J,SO,LTN,LTN,        ,0,04-Oct-17
EZY14   ,910,910,OK ,29-Jun-18,24-Aug-18,D,....5..,319,156,1D ,1,J,SO,LTN,LTN,EZY11   ,0,04-Oct-17
EZY14   ,910,910,OK ,25-Jun-18,27-Aug-18,D,1......,319,156,1D ,1,J,SO,LTN,LTN,EZY6982 ,1,04-Oct-17
EZY14   ,910,910,OK ,31-Aug-18,26-Oct-18,D,....5..,319,156,1D ,1,J,SO,LTN,LTN,EZY11   ,0,04-Oct-17
EZY14   ,1310,1310,OK ,03-Sep-18,22-Oct-18,D,1......,319,156,1D ,1,J,SO,LTN,LTN,EZY13   ,0,04-Oct-17
EZY15   ,1410,1410,OK ,25-Mar-18,27-May-18,A,1234..7,320,186,1D ,1,J,SO,LTN,LTN,        ,0,04-Oct-17
EZY15   ,1410,1410,OK ,30-May-18,11-Jun-18,A,1.34..7,320,186,1D ,1,J,SO,LTN,LTN,EZY16   ,0,04-Oct-17
EZY15   ,1410,1410,OK ,28-May-18,28-May-18,A,1......,320,186,1D ,1,J,SO,LTN,LTN,        ,0,04-Oct-17
EZY15   ,1410,1410,OK ,12-Jun-18,25-Oct-18,A,1234..7,320,186,1D ,1,J,SO,LTN,LTN,EZY16   ,0,04-Oct-17
EZY16   ,1440,1440,OK ,25-Mar-18,24-May-18,D,1234..7,320,186,1D ,1,J,SO,LTN,LTN,        ,0,04-Oct-17
EZY16   ,1440,1440,OK ,30-May-18,11-Jun-18,D,1.34..7,320,186,1D ,1,J,SO,LTN,LTN,EZY15   ,0,04-Oct-17
EZY16   ,1440,1440,OK ,27-May-18,28-May-18,D,1.....7,320,186,1D ,1,J,SO,LTN,LTN,        ,0,04-Oct-17
EZY16   ,1440,1440,OK ,12-Jun-18,25-Oct-18,D,1234..7,320,186,1D ,1,J,SO,LTN,LTN,EZY15   ,0,04-Oct-17
EZY17   ,1545,1545,OK ,03-Jun-18,21-Oct-18,A,......7,319,156,1D ,1,J,SO,LTN,LTN,EZY18   ,0,04-Oct-17
EZY17   ,1545,1545,OK ,25-Mar-18,27-May-18,A,......7,319,156,1D ,1,J,SO,LTN,LTN,        ,0,04-Oct-17
EZY17   ,1640,1640,OK ,31-May-18,26-Oct-18,A,...45..,320,180,1D ,1,J,SO,LTN,LTN,EZY18   ,0,04-Oct-17
EZY17   ,1640,1640,OK ,29-Mar-18,25-May-18,A,...45..,320,180,1D ,1,J,SO,LTN,LTN,        ,0,04-Oct-17
EZY18   ,1610,1610,OK ,03-Jun-18,21-Oct-18,D,......7,319,156,1D ,1,J,SO,LTN,LTN,EZY17   ,0,04-Oct-17
EZY18   ,1610,1610,OK ,25-Mar-18,27-May-18,D,......7,319,156,1D ,1,J,SO,LTN,LTN,        ,0,04-Oct-17
EZY18   ,1705,1705,OK ,31-May-18,26-Oct-18,D,...45..,320,180,1D ,1,J,SO,LTN,LTN,EZY17   ,0,04-Oct-17
EZY18   ,1705,1705,OK ,29-Mar-18,25-May-18,D,...45..,320,180,1D ,1,J,SO,LTN,LTN,        ,0,04-Oct-17
EZY19   ,1930,1930,OK ,29-May-18,26-Oct-18,A,12345.7,320,186,1D ,1,J,SO,LTN,LTN,EZY20   ,0,04-Oct-17
EZY19   ,1930,1930,OK ,25-Mar-18,28-May-18,A,12345.7,320,186,1D ,1,J,SO,LTN,LTN,        ,0,04-Oct-17
EZY20   ,1955,1955,OK ,29-May-18,26-Oct-18,D,12345.7,320,186,1D ,1,J,SO,LTN,LTN,EZY19   ,0,04-Oct-17
EZY20   ,1955,1955,OK ,25-Mar-18,28-May-18,D,12345.7,320,186,1D ,1,J,SO,LTN,LTN,        ,0,04-Oct-17
LS 20  C,1315,1315,OK ,28-Mar-18,28-Mar-18,D,..3....,73H,0,1I ,1,P,SO,ZAZ,ZAZ,        ,0,22-Mar-18
SRN21   ,2325,2325,OK ,03-Apr-18,03-Apr-18,A,.2.....,SF3,0,FRT,1,H,SO,STN,STN,SRN22   ,1,04-Apr-18
SRN21   ,2325,2325,OK ,08-May-18,08-May-18,A,.2.....,SF3,0,FRT,1,H,SO,STN,STN,SRN50   ,1,09-May-18
SRN21   ,2325,2325,OK ,29-May-18,29-May-18,A,.2.....,SF3,0,FRT,1,C,SO,STN,STN,SRN22   ,1,29-May-18
SRN21   ,2325,2325,OK ,29-Aug-18,29-Aug-18,A,..3....,SF3,0,FRT,1,H,SO,STN,STN,SRN22   ,1,08-May-18
LS 21  C,135,135,OK ,02-Apr-18,02-Apr-18,A,1......,73H,0,1I ,1,P,SO,ZAZ,ZAZ,        ,0,19-Jan-18
SRN22   ,55,55,OK ,04-Apr-18,04-Apr-18,D,..3....,SF3,0,FRT,1,P,SO,LGG,LGG,SRN21   ,1,04-Apr-18
SRN22   ,25,1110,UA ,30-May-18,30-May-18,D,..3....,SF3,0,FRT,1,P,SO,LGG,LGG,SRN21   ,1,29-May-18
SRN22   ,25,25,OK ,30-Aug-18,30-Aug-18,D,...4...,SF3,0,FRT,1,P,SO,LGG,LGG,SRN21   ,1,08-May-18
SWN22  P,130,130,OK ,04-May-18,04-May-18,D,....5..,APF,0,FRT,1,P,SO,EMA,EMA,        ,0,04-May-18
NPT22  P,130,130,OK ,04-May-18,04-May-18,D,....5..,APF,0,FRT,1,P,SO,EMA,EMA,        ,0,04-May-18
EK 23   ,1350,1350,OK ,01-Oct-18,27-Oct-18,A,1234567,77W,354,1I ,1,J,SO,DXB,DXB,EK 24   ,0,08-May-18
NPT23  P,200,200,OK ,27-Mar-18,27-Mar-18,D,.2.....,73Y,0,FRT,1,P,SO,EMA,EMA,        ,0,26-Mar-18
NPT23  P,145,145,OK ,05-Apr-18,05-Apr-18,D,...4...,73Y,0,FRT,1,P,SO,EMA,EMA,        ,0,05-Apr-18
NPT23  P,200,200,OK ,20-Apr-18,20-Apr-18,D,....5..,73Y,0,FRT,1,P,SO,EMA,EMA,        ,0,18-Apr-18
NPT23  P,1800,1800,OK ,22-Apr-18,22-Apr-18,D,......7,73Y,0,FRT,1,P,SO,EMA,EMA,        ,0,23-Apr-18
NPT23  P,200,200,OK ,27-Apr-18,27-Apr-18,D,....5..,73Y,0,FRT,1,P,SO,EMA,EMA,        ,0,27-Apr-18
NPT23  P,200,200,OK ,03-May-18,03-May-18,D,...4...,73P,0,FRT,1,P,SO,EMA,EMA,        ,0,02-May-18
NPT23  P,200,200,OK ,04-May-18,04-May-18,D,....5..,73P,0,FRT,1,P,SO,EMA,EMA,        ,0,03-May-18
NPT23  P,210,210,OK ,12-May-18,12-May-18,D,.....6.,73Y,0,FRT,1,P,SO,EMA,EMA,        ,0,11-May-18
NPT23  P,210,210,OK ,18-May-18,18-May-18,D,....5..,73Y,0,FRT,1,P,SO,EMA,EMA,        ,0,18-May-18
NPT23  P,200,200,OK ,19-May-18,19-May-18,D,.....6.,73Y,0,FRT,1,P,SO,EMA,EMA,        ,0,21-May-18
NPT23  P,130,130,OK ,22-May-18,22-May-18,D,.2.....,73Y,0,FRT,1,P,SO,EMA,EMA,        ,0,22-May-18
EK 24   ,1915,1915,OK ,01-Oct-18,27-Oct-18,D,1234567,77W,354,1I ,1,J,SO,DXB,DXB,EK 23   ,0,08-May-18
3V 25  N,435,435,OK ,27-Mar-18,27-Mar-18,A,.2.....,14Z,0,FRT,1,F,SO,LGG,LGG,        ,0,29-Mar-18
3V 25  N,435,435,OK ,29-Mar-18,29-Mar-18,A,...4...,73P,0,FRT,1,F,SO,LGG,LGG,        ,0,29-Mar-18
3V 25  N,435,435,OK ,03-Apr-18,07-Apr-18,A,.23456.,14Z,0,FRT,1,F,SO,LGG,LGG,        ,0,28-Mar-18
3V 25  N,435,435,OK ,10-Apr-18,14-Apr-18,A,.23456.,14Z,0,FRT,1,F,SO,LGG,LGG,        ,0,04-Apr-18
3V 25  N,435,435,OK ,17-Apr-18,21-Apr-18,A,.23456.,14Z,0,FRT,1,F,SO,LGG,LGG,        ,0,11-Apr-18
3V 25  N,435,435,OK ,24-Apr-18,28-Apr-18,A,.23456.,14Z,0,FRT,1,F,SO,LGG,LGG,        ,0,18-Apr-18
3V 25  N,435,435,OK ,01-May-18,04-May-18,A,.2345..,14Z,0,FRT,1,F,SO,LGG,LGG,        ,0,30-Apr-18
3V 25  N,435,435,OK ,05-May-18,05-May-18,A,.....6.,73P,0,FRT,1,F,SO,LGG,LGG,        ,0,30-Apr-18
3V 25  N,435,435,OK ,08-May-18,12-May-18,A,.23456.,14Z,0,FRT,1,F,SO,LGG,LGG,        ,0,03-May-18
3V 25  N,435,435,OK ,15-May-18,19-May-18,A,.23456.,14Z,0,FRT,1,F,SO,LGG,LGG,        ,0,09-May-18
3V 25  N,435,435,OK ,22-May-18,26-May-18,A,.23456.,14Z,0,FRT,1,F,SO,LGG,LGG,        ,0,17-May-18
3V 25  N,435,435,OK ,29-May-18,29-May-18,A,.2.....,73P,0,FRT,1,F,SO,LGG,LGG,3V 26  H,0,29-May-18
3V 25  N,435,435,OK ,30-May-18,01-Jun-18,A,..345..,14Z,0,FRT,1,F,SO,LGG,LGG,3V 26  H,0,29-May-18
3V 25  N,435,435,OK ,02-Jun-18,02-Jun-18,A,.....6.,14Z,0,FRT,1,F,SO,LGG,LGG,3V 493 P,0,29-May-18
3V 25  N,435,435,OK ,05-Jun-18,26-Oct-18,A,.2345..,73P,0,FRT,1,F,SO,LGG,LGG,3V 26  H,0,23-May-18
3V 25  N,435,435,OK ,09-Jun-18,20-Oct-18,A,.....6.,73P,0,FRT,1,F,SO,LGG,LGG,3V 26  H,2,23-May-18
3V 25  N,435,435,OK ,27-Oct-18,27-Oct-18,A,.....6.,73P,0,FRT,1,F,SO,LGG,LGG,        ,0,23-May-18
3V 25  P,500,500,OK ,05-May-18,05-May-18,D,.....6.,73P,0,FRT,1,P,SO,LGG,LGG,        ,0,08-May-18
3V 25  P,535,535,OK ,26-May-18,26-May-18,D,.....6.,14Z,0,FRT,1,P,SO,LGG,LGG,        ,0,17-May-18
BE 25  T,1200,1200,OK ,14-Apr-18,14-Apr-18,D,.....6.,DH4,0,ENG,1,K,SO,EDI,EDI,        ,0,12-Apr-18
BE 25  T,1030,1030,OK ,16-Apr-18,16-Apr-18,D,1......,DH4,0,ENG,1,K,SO,EDI,EDI,        ,0,12-Apr-18
BE 25  T,1600,1600,OK ,14-Apr-18,14-Apr-18,A,.....6.,DH4,0,ENG,1,K,SO,EDI,EDI,        ,0,12-Apr-18
BE 25  T,1430,1430,OK ,16-Apr-18,16-Apr-18,A,1......,DH4,0,ENG,1,K,SO,EDI,EDI,        ,0,12-Apr-18
3V 26  H,1945,1945,OK ,26-Mar-18,27-Mar-18,D,12.....,14Z,0,FRT,1,F,SO,LGG,LGG,        ,0,29-Mar-18
3V 26  H,1945,1945,OK ,29-Mar-18,29-Mar-18,D,...4...,73P,0,FRT,1,F,SO,LGG,LGG,        ,0,29-Mar-18
3V 26  H,1945,1945,OK ,03-Apr-18,06-Apr-18,D,.2345..,14Z,0,FRT,1,F,SO,LGG,LGG,        ,0,28-Mar-18
3V 26  H,1945,1945,OK ,09-Apr-18,13-Apr-18,D,12345..,14Z,0,FRT,1,F,SO,LGG,LGG,        ,0,04-Apr-18
3V 26  H,1945,1945,OK ,16-Apr-18,20-Apr-18,D,12345..,14Z,0,FRT,1,F,SO,LGG,LGG,        ,0,11-Apr-18
