SERVICE,OPERATOR,A/D,AC,SEAT,TY,O/D,TROUND,FLIGHT_DATE,DATETIME,LINK
EZY6940,EZY,A,320,186.0,J,KRK,EZY6961 ,2018-04-02 00:00:00,2018-04-02 11:40:00,D209
FR2454,FR,A,73H,189.0,J,BLQ,FR 7352 ,2018-04-02 00:00:00,2018-04-02 11:50:00,D2117
BE293,BE,A,DH4,78.0,J,MAN,BE 2107 ,2018-04-02 00:00:00,2018-04-02 11:55:00,D318
FR6267,FR,A,73H,189.0,J,BCN,FR 815  ,2018-04-02 00:00:00,2018-04-02 11:55:00,D2503
BE2104,BE,A,DH4,78.0,J,LHR,BE 2101 ,2018-04-02 00:00:00,2018-04-02 12:00:00,D768
EZY6902,EZY,A,320,186.0,J,SVQ,EZY806  ,2018-04-02 00:00:00,2018-04-02 12:00:00,D2353
RC414,RC,A,319,144.0,J,FAE,RC 415  ,2018-04-02 00:00:00,2018-04-02 12:00:00,D522
BA1442,BA,A,319,143.0,J,LHR,BA 2941 ,2018-04-02 00:00:00,2018-04-02 12:05:00,D1809
FR6682,FR,A,73H,189.0,J,CIA,FR 6621 ,2018-04-02 00:00:00,2018-04-02 12:10:00,D945
LM354,LM,A,SF3,33.0,J,LSI,LM 355  ,2018-04-02 00:00:00,2018-04-02 12:10:00,D494
EZY425,EZY,A,319,156.0,J,BRS,EZY6931 ,2018-04-02 00:00:00,2018-04-02 12:15:00,D2321
BA2940,BA,A,319,144.0,J,LGW,BA 1445 ,2018-04-02 00:00:00,2018-04-02 12:20:00,D1446
EZY13,EZY,A,319,156.0,J,LTN,EZY14   ,2018-04-02 00:00:00,2018-04-02 12:40:00,D57
FR6827,FR,A,73H,189.0,J,FAO,FR 817  ,2018-04-02 00:00:00,2018-04-02 12:40:00,D1744
EZY6922,EZY,A,320,186.0,J,AMS,EZY238  ,2018-04-02 00:00:00,2018-04-02 12:40:00,D868
BE846,BE,A,DH4,78.0,J,BHX,BE 294  ,2018-04-02 00:00:00,2018-04-02 12:45:00,D1018
FR816,FR,A,73H,189.0,J,DUB,FR 1109 ,2018-04-02 00:00:00,2018-04-02 12:45:00,D1116
FR8883,FR,A,73H,189.0,J,STN,FR 6624 ,2018-04-02 00:00:00,2018-04-02 12:50:00,D930
LM336,LM,A,SF3,33.0,J,WIC,LM 397  ,2018-04-02 00:00:00,2018-04-02 13:00:00,D456
LS854,LS,A,73C,148.0,J,VCE,LS 821  ,2018-04-02 00:00:00,2018-04-02 13:10:00,D1036
BE211,BE,A,DH4,78.0,J,EXT,BE 768  ,2018-04-02 00:00:00,2018-04-02 13:15:00,D1299
FR6657,FR,A,73H,189.0,J,PMI,FR 2684 ,2018-04-02 00:00:00,2018-04-02 13:15:00,D2142
BE767,BE,A,DH4,78.0,J,SOU,BE 849  ,2018-04-02 00:00:00,2018-04-02 13:20:00,D676
LS858,LS,A,73C,148.0,J,AGP,LS 851  ,2018-04-02 00:00:00,2018-04-02 13:25:00,D964
EI3254,EI,A,AT7,72.0,J,DUB,EI 3255 ,2018-04-02 00:00:00,2018-04-02 13:30:00,D1861
D83502,D8,A,73H,186.0,J,CPH,D8 3503 ,2018-04-02 00:00:00,2018-04-02 13:30:00,D1915
BA1446,BA,A,320,168.0,J,LHR,BA 1453 ,2018-04-02 00:00:00,2018-04-02 13:35:00,D1420
EZY6978,EZY,A,320,186.0,J,SXF,EZY6949 ,2018-04-02 00:00:00,2018-04-02 13:40:00,D62
FR1018,FR,A,73H,189.0,J,BUD,FR 1017 ,2018-04-02 00:00:00,2018-04-02 13:50:00,D2047
KL1285,KL,A,E90,100.0,J,AMS,KL 1286 ,2018-04-02 00:00:00,2018-04-02 13:55:00,D1241
TK1345,TK,A,73H,165.0,J,IST,TK 1346 ,2018-04-02 00:00:00,2018-04-02 14:00:00,D1328
EZY807,EZY,A,320,186.0,J,LGW,EZY16   ,2018-04-02 00:00:00,2018-04-02 14:10:00,D2295
EZY15,EZY,A,320,186.0,J,LTN,EZY808  ,2018-04-02 00:00:00,2018-04-02 14:10:00,D604
BE656,BE,A,DH4,78.0,J,NOC,BE 1341 ,2018-04-02 00:00:00,2018-04-02 14:10:00,D1643
LM305,LM,A,D38,31.0,J,NWI,LM 306  ,2018-04-02 00:00:00,2018-04-02 14:15:00,D346
BE688,BE,A,DH4,78.0,J,BHD,BE 689  ,2018-04-02 00:00:00,2018-04-02 14:20:00,D1031
D81641,D8,A,7M8,189.0,J,OSL,D8 1600 ,2018-04-02 00:00:00,2018-04-02 14:40:00,D1509
AF1486,AF,A,E90,100.0,J,CDG,AF 1487 ,2018-04-02 00:00:00,2018-04-02 14:45:00,D1492
EI3256,EI,A,AT7,72.0,J,DUB,EI 3257 ,2018-04-02 00:00:00,2018-04-02 14:45:00,D1876
EZY6906,EZY,A,320,186.0,J,GVA,EZY486  ,2018-04-02 00:00:00,2018-04-02 14:45:00,D617
LS776,LS,A,73H,189.0,J,ALC,LS 745  ,2018-04-02 00:00:00,2018-04-02 14:50:00,D738
EZY6924,EZY,A,320,180.0,J,AMS,EZY6923 ,2018-04-02 00:00:00,2018-04-02 15:00:00,D550
LS816,LS,A,73C,148.0,J,FAO,LS 787  ,2018-04-02 00:00:00,2018-04-02 15:00:00,D833
FR6627,FR,A,73H,189.0,J,ACE,FR 6652 ,2018-04-02 00:00:00,2018-04-02 15:10:00,D1177
SN2063,SN,A,319,141.0,J,BRU,SN 2064 ,2018-04-02 00:00:00,2018-04-02 15:10:00,D1587
FR1052,FR,A,73H,189.0,J,NTE,FR 5579 ,2018-04-02 00:00:00,2018-04-02 15:15:00,D2129
LM314,LM,A,SF3,33.0,J,IOM,LM 399 A,2018-04-02 00:00:00,2018-04-02 15:25:00,D520
BE848,BE,A,DH4,78.0,J,BHX,BE 851  ,2018-04-02 00:00:00,2018-04-02 15:30:00,D1661
BA1448,BA,A,320,168.0,J,LHR,BA 1455 ,2018-04-02 00:00:00,2018-04-02 15:55:00,D1437
KL1289,KL,A,E90,100.0,J,AMS,KL 1290 ,2018-04-02 00:00:00,2018-04-02 16:00:00,D1258
EZY427,EZY,A,320,186.0,J,BRS,EZY488  ,2018-04-02 00:00:00,2018-04-02 16:00:00,D2385
EZY485,EZY,A,320,186.0,J,BFS,EZY428  ,2018-04-02 00:00:00,2018-04-02 16:00:00,D228
LM356,LM,A,SF3,33.0,J,LSI,LM 357  ,2018-04-02 00:00:00,2018-04-02 16:10:00,D416
LM398,LM,A,SF3,33.0,J,KOI,LM 353  ,2018-04-02 00:00:00,2018-04-02 16:10:00,D480
EZY6916,EZY,A,319,156.0,J,STR,EZY6981 ,2018-04-02 00:00:00,2018-04-02 16:15:00,D2240
BA8706,BA,A,E90,98.0,J,LCY,BA 8709 ,2018-04-02 00:00:00,2018-04-02 16:20:00,D2554
EZY237,EZY,A,320,186.0,J,STN,EZY6959 ,2018-04-02 00:00:00,2018-04-02 16:20:00,D234
EZY809,EZY,A,320,186.0,J,LGW,EZY240  ,2018-04-02 00:00:00,2018-04-02 16:25:00,D559
LH964,LH,A,321,195.0,J,FRA,LH 965  ,2018-04-02 00:00:00,2018-04-02 16:25:00,D1102
EW1712,EW,A,32A,180.0,J,MUC,EW 1713 ,2018-04-02 00:00:00,2018-04-02 16:30:00,D1560
EZY6956,EZY,A,319,156.0,J,CDG,EZY6913 ,2018-04-02 00:00:00,2018-04-02 16:35:00,D2379
FR7353,FR,A,73H,189.0,J,CRL,FR 1068 ,2018-04-02 00:00:00,2018-04-02 16:35:00,D1153
FR2685,FR,A,73H,189.0,J,STN,FR 6618 ,2018-04-02 00:00:00,2018-04-02 16:50:00,D2111
FR6619,FR,A,73H,189.0,J,POZ,FR 8888 ,2018-04-02 00:00:00,2018-04-02 16:50:00,D2676
BE692,BE,A,DH4,78.0,J,BHD,BE 2109 ,2018-04-02 00:00:00,2018-04-02 16:55:00,D322
BA1452,BA,A,319,143.0,J,LHR,BA 1459 ,2018-04-02 00:00:00,2018-04-02 16:55:00,D1820
EZY6932,EZY,A,319,156.0,J,HAM,EZY6957 ,2018-04-02 00:00:00,2018-04-02 17:00:00,D2446
BE295,BE,A,DH4,78.0,J,MAN,BE 296  ,2018-04-02 00:00:00,2018-04-02 17:15:00,D1042
WK310,WK,A,320,180.0,J,ZRH,WK 311  ,2018-04-02 00:00:00,2018-04-02 17:15:00,D367
FR814,FR,A,73H,189.0,J,DUB,FR 2674 ,2018-04-02 00:00:00,2018-04-02 17:20:00,D1721
BE266,BE,A,DH4,78.0,J,EMA,BE 853  ,2018-04-02 00:00:00,2018-04-02 17:25:00,D789
BE850,BE,A,DH4,78.0,J,BHX,BE 772  ,2018-04-02 00:00:00,2018-04-02 17:25:00,D260
EZY487,EZY,A,320,186.0,J,BFS,EZY242  ,2018-04-02 00:00:00,2018-04-02 17:30:00,D595
EZY6996,EZY,A,320,186.0,J,MAD,EZY430  ,2018-04-02 00:00:00,2018-04-02 17:30:00,D2298
BA2944,BA,A,319,144.0,J,LGW,BA 1463 ,2018-04-02 00:00:00,2018-04-02 17:35:00,D1471
LS736,LS,A,73H,189.0,J,FNC,LS 709  ,2018-04-02 00:00:00,2018-04-02 17:45:00,D710
BA1454,BA,A,319,143.0,J,LHR,BA 2945 ,2018-04-02 00:00:00,2018-04-02 17:50:00,D1792
BE771,BE,A,DH4,78.0,J,SOU,BE 267  ,2018-04-02 00:00:00,2018-04-02 17:55:00,D692
TOM1131,TOM,A,73H,189.0,C,LPA,TOM1256 ,2018-04-02 00:00:00,2018-04-02 18:05:00,D1191
EZY6926,EZY,A,320,180.0,J,AMS,EZY6925 ,2018-04-02 00:00:00,2018-04-02 18:10:00,D1757
BE4507,BE,A,E95,118.0,J,CWL,BE 4508 ,2018-04-02 00:00:00,2018-04-02 18:10:00,D2017
EI3258,EI,A,AT7,72.0,J,DUB,EI 3259 ,2018-04-02 00:00:00,2018-04-02 18:20:00,D1891
FR5833,FR,A,73H,189.0,J,BGY,FR 5834 ,2018-04-02 00:00:00,2018-04-02 18:25:00,D2057
VY7815,VY,A,320,180.0,J,BCN,VY 7816 ,2018-04-02 00:00:00,2018-04-02 18:25:00,D2521
BE1342,BE,A,DH4,78.0,J,LCY,BE 1331 ,2018-04-02 00:00:00,2018-04-02 18:30:00,D1057
LS716,LS,A,73H,189.0,J,LPA,LS 705  ,2018-04-02 00:00:00,2018-04-02 18:35:00,D722
EZY2685,EZY,A,320,186.0,J,MXP,EZY2686 ,2018-04-02 00:00:00,2018-04-02 18:45:00,D574
BE694,BE,A,DH4,78.0,J,BHD,BE 693  ,2018-04-02 00:00:00,2018-04-02 18:55:00,D1621
BA1458,BA,A,319,143.0,J,LHR,BA 2931 ,2018-04-02 00:00:00,2018-04-02 18:55:00,D1363
BE2108,BE,A,DH4,78.0,J,LHR,BE 855  ,2018-04-02 00:00:00,2018-04-02 19:00:00,D1277
BE852,BE,A,DH4,78.0,J,BHX,BE 290  ,2018-04-02 00:00:00,2018-04-02 19:15:00,D739
LM358,LM,A,SF3,34.0,J,LSI,        ,2018-04-02 00:00:00,2018-04-02 19:15:00,D392
EZY429,EZY,A,320,186.0,J,BRS,EZY20   ,2018-04-02 00:00:00,2018-04-02 19:25:00,D86
EZY19,EZY,A,320,186.0,J,LTN,EZY432  ,2018-04-02 00:00:00,2018-04-02 19:30:00,D903
EZY811,EZY,A,320,186.0,J,LGW,EZY814  ,2018-04-02 00:00:00,2018-04-02 19:45:00,D628
FR1108,FR,A,73H,189.0,J,EIN,FR 6266 ,2018-04-02 00:00:00,2018-04-02 19:50:00,D950
EZY239,EZY,A,320,186.0,J,STN,EZY490  ,2018-04-02 00:00:00,2018-04-02 20:10:00,D2404
EZY489,EZY,A,320,186.0,J,BFS,EZY802 A,2018-04-02 00:00:00,2018-04-02 20:10:00,D850
FR818,FR,A,73H,189.0,J,DUB,FR 819  ,2018-04-02 00:00:00,2018-04-02 20:20:00,D2080
FR8887,FR,A,73H,189.0,J,STN,FR 2886 ,2018-04-02 00:00:00,2018-04-02 20:25:00,D2198
BA1462,BA,A,319,143.0,J,LHR,BA 2937 ,2018-04-02 00:00:00,2018-04-02 20:30:00,D1799
KL1293,KL,A,73H,186.0,J,AMS,KL 1276 ,2018-04-02 00:00:00,2018-04-02 20:35:00,D1195
LS852,LS,A,73C,148.0,J,VIE,LS 717  ,2018-04-02 00:00:00,2018-04-02 20:40:00,D831
BE297,BE,A,DH4,78.0,J,MAN,BE 760  ,2018-04-02 00:00:00,2018-04-02 20:45:00,D287
BE854,BE,A,DH4,78.0,J,BHX,BE 841  ,2018-04-02 00:00:00,2018-04-02 20:55:00,D968
EZY483,EZY,A,320,186.0,J,BFS,EZY6941 ,2018-04-02 00:00:00,2018-04-02 20:55:00,D2327
SN2065,SN,A,319,141.0,J,BRU,SN 2066 ,2018-04-02 00:00:00,2018-04-02 20:55:00,D1602
EZY431,EZY,A,320,186.0,J,BRS,EZY6935 ,2018-04-02 00:00:00,2018-04-02 20:55:00,D2345
EZY241,EZY,A,320,186.0,J,STN,EZY482  ,2018-04-02 00:00:00,2018-04-02 21:10:00,D585
BE268,BE,A,DH4,78.0,J,EMA,BE 1333 ,2018-04-02 00:00:00,2018-04-02 21:10:00,D1281
LS822,LS,A,73C,148.0,J,MJV,LS 857  ,2018-04-02 00:00:00,2018-04-02 21:25:00,D715
BE2110,BE,A,DH4,78.0,J,LHR,BE 261  ,2018-04-02 00:00:00,2018-04-02 21:25:00,D242
BE775,BE,A,DH4,78.0,J,SOU,BE 681  ,2018-04-02 00:00:00,2018-04-02 21:30:00,D647
AF1886,AF,A,32A,174.0,J,CDG,AF 1887 ,2018-04-02 00:00:00,2018-04-02 21:35:00,D1573
EZY6958,EZY,A,319,156.0,J,CDG,EZY12   ,2018-04-02 00:00:00,2018-04-02 21:35:00,D40
BA2946,BA,A,319,144.0,J,LGW,        ,2018-04-02 00:00:00,2018-04-02 21:45:00,D1406
FR2675,FR,A,73H,189.0,J,CPH,FR 6698 ,2018-04-02 00:00:00,2018-04-02 21:50:00,D1777
EZY6914,EZY,A,319,156.0,J,MUC,EZY232  ,2018-04-02 00:00:00,2018-04-02 22:10:00,D183
FR6625,FR,A,73H,189.0,J,KRK,FR 8882 ,2018-04-02 00:00:00,2018-04-02 22:40:00,D2659
EZY6960,EZY,A,320,186.0,J,NCE,EZY6963 ,2018-04-02 00:00:00,2018-04-02 22:45:00,D526
FR6622,FR,A,73H,189.0,J,TFS,FR 4524 ,2018-04-02 00:00:00,2018-04-02 22:45:00,D1187
FR1069,FR,A,73H,189.0,J,TSF,FR 1159 ,2018-04-02 00:00:00,2018-04-02 22:45:00,D1168
FR5578,FR,A,73H,189.0,J,ALC,FR 1071 ,2018-04-02 00:00:00,2018-04-02 22:55:00,D2032
FR6653,FR,A,73H,189.0,J,AGP,FR 1119 ,2018-04-02 00:00:00,2018-04-02 22:55:00,D898
EZY6950,EZY,A,320,186.0,J,TFS,EZY238  ,2018-04-03 00:00:00,2018-04-03 00:30:00,D2432
3V25N,3V,A,73P,0.0,F,LGG,3V 26  H,2018-04-03 00:00:00,2018-04-03 04:35:00,D93
BCS2134,BCS,A,75C,0.0,H,EMA,BCS2135 ,2018-04-03 00:00:00,2018-04-03 04:40:00,D1671
SRR6566,SRR,A,76Y,0.0,F,CGN,SRR6565 ,2018-04-03 00:00:00,2018-04-03 05:15:00,D2093
FR1077,FR,A,73H,189.0,J,HAM,FR 1078 ,2018-04-03 00:00:00,2018-04-03 06:05:00,D1159
AA278,AA,A,75W,176.0,J,JFK,AA 279  ,2018-04-03 00:00:00,2018-04-03 06:10:00,D276
EY27,EY,A,332,262.0,J,AUH,EY 28   ,2018-04-03 00:00:00,2018-04-03 06:20:00,D105
UA36,UA,A,75W,169.0,J,EWR,UA 39   ,2018-04-03 00:00:00,2018-04-03 06:45:00,D131
FR812,FR,A,73H,189.0,J,DUB,FR 813  ,2018-04-03 00:00:00,2018-04-03 06:50:00,D1181
EI3250,EI,A,AT7,72.0,J,DUB,EI 3251 ,2018-04-03 00:00:00,2018-04-03 06:55:00,D1832
AF1686,AF,A,318,131.0,J,CDG,AF 1687 ,2018-04-03 00:00:00,2018-04-03 07:00:00,D1547
BE4501,BE,A,E75,88.0,J,CWL,BE 4502 ,2018-04-03 00:00:00,2018-04-03 07:10:00,D2001
BE680,BE,A,DH4,78.0,J,BHD,BE 843  ,2018-04-03 00:00:00,2018-04-03 07:10:00,D981
BE840,BE,A,DH4,78.0,J,BHX,BE 2103 ,2018-04-03 00:00:00,2018-04-03 07:10:00,D1629
EZS6917,EZS,A,320,186.0,J,BSL,EZS6918 ,2018-04-03 00:00:00,2018-04-03 07:15:00,D2265
LM301,LM,A,D38,31.0,J,NWI,LM 302  ,2018-04-03 00:00:00,2018-04-03 07:15:00,D334
EZY421,EZY,A,320,186.0,J,BRS,EZY422  ,2018-04-03 00:00:00,2018-04-03 07:15:00,D2226
BA8700,BA,A,E90,98.0,J,LCY,BA 8703 ,2018-04-03 00:00:00,2018-04-03 07:15:00,D2562
EI3806,EI,A,AT7,70.0,J,ORK,EI 3675 ,2018-04-03 00:00:00,2018-04-03 07:20:00,D1951
BA1432,BA,A,320,168.0,J,LHR,BA 1447 ,2018-04-03 00:00:00,2018-04-03 07:20:00,D1388
KL1277,KL,A,73H,186.0,J,AMS,KL 1278 ,2018-04-03 00:00:00,2018-04-03 07:25:00,D1212
BA2936,BA,A,319,144.0,J,LGW,BA 1439 ,2018-04-03 00:00:00,2018-04-03 07:35:00,D1811
LM390,LM,A,SF3,33.0,J,KOI,LM 391  ,2018-04-03 00:00:00,2018-04-03 07:50:00,D426
D81601,D8,A,7M8,189.0,J,SWF,D8 1640 ,2018-04-03 00:00:00,2018-04-03 07:55:00,D1524
EI3550,EI,A,AT7,72.0,J,DUB,EI 3551 ,2018-04-03 00:00:00,2018-04-03 08:00:00,D1927
BA1434,BA,A,763,259.0,J,LHR,BA 1441 ,2018-04-03 00:00:00,2018-04-03 08:00:00,D1373
LM352,LM,A,SF3,34.0,J,LSI,LM 341  ,2018-04-03 00:00:00,2018-04-03 08:05:00,D379
EZY481,EZY,A,320,186.0,J,BFS,EZY6977 ,2018-04-03 00:00:00,2018-04-03 08:15:00,D2411
BE291,BE,A,DH4,78.0,J,MAN,BE 292  ,2018-04-03 00:00:00,2018-04-03 08:25:00,D306
EZY11,EZY,A,319,156.0,J,LTN,EZY6921 ,2018-04-03 00:00:00,2018-04-03 08:40:00,D2280
EZY803,EZY,A,320,186.0,J,LGW,EZY6905 ,2018-04-03 00:00:00,2018-04-03 08:45:00,D2481
TK1343,TK,A,73H,165.0,J,IST,TK 1344 ,2018-04-03 00:00:00,2018-04-03 08:50:00,D1321
BE842,BE,A,DH4,78.0,J,BHX,BE 263  ,2018-04-03 00:00:00,2018-04-03 08:55:00,D990
DL409,DL,A,75W,168.0,J,JFK,DL 209  ,2018-04-03 00:00:00,2018-04-03 08:55:00,D157
DY4463,DY,A,73H,186.0,J,ARN,DY 4464 ,2018-04-03 00:00:00,2018-04-03 09:00:00,D1992
BA8704,BA,A,E90,98.0,J,LCY,BA 8715 ,2018-04-03 00:00:00,2018-04-03 09:00:00,D2613
BE262,BE,A,DH4,78.0,J,EMA,BE 845  ,2018-04-03 00:00:00,2018-04-03 09:05:00,D166
REV71C,REV,A,CN2,0.0,F,EMA,REV71  D,2018-04-03 00:00:00,2018-04-03 09:05:00,D147
BE763,BE,A,DH4,78.0,J,SOU,BE 210  ,2018-04-03 00:00:00,2018-04-03 09:10:00,D751
EZY231,EZY,A,319,156.0,J,STN,EZY6991 ,2018-04-03 00:00:00,2018-04-03 09:15:00,D2470
FR8881,FR,A,73H,189.0,J,STN,FR 8884 ,2018-04-03 00:00:00,2018-04-03 09:15:00,D2662
BE1332,BE,A,DH4,78.0,J,LCY,BE 764  ,2018-04-03 00:00:00,2018-04-03 09:20:00,D637
BE2102,BE,A,DH4,78.0,J,LHR,BE 689  ,2018-04-03 00:00:00,2018-04-03 09:25:00,D254
SK2541,SK,A,32A,174.0,J,ARN,SK 2542 ,2018-04-03 00:00:00,2018-04-03 09:25:00,D1705
BA1438,BA,A,320,168.0,J,LHR,BA 1443 ,2018-04-03 00:00:00,2018-04-03 09:40:00,D1422
LM350,LM,A,SF3,34.0,J,LSI,LM 335  ,2018-04-03 00:00:00,2018-04-03 09:50:00,D442
BE1334,BE,A,DH4,78.0,J,LCY,BE 655  ,2018-04-03 00:00:00,2018-04-03 10:00:00,D674
EI3252,EI,A,AT7,72.0,J,DUB,EI 3253 ,2018-04-03 00:00:00,2018-04-03 10:10:00,D1847
EZY6962,EZY,A,320,186.0,J,PRG,EZY234  ,2018-04-03 00:00:00,2018-04-03 10:15:00,D198
EZY233,EZY,A,320,180.0,J,STN,EZY6995 ,2018-04-03 00:00:00,2018-04-03 10:40:00,D865
LH962,LH,A,321,195.0,J,FRA,LH 963  ,2018-04-03 00:00:00,2018-04-03 11:00:00,D1096
LM392,LM,A,SF3,33.0,J,KOI,LM 776  ,2018-04-03 00:00:00,2018-04-03 11:15:00,D503
FR6241,FR,A,73H,189.0,J,NRN,FR 6242 ,2018-04-03 00:00:00,2018-04-03 11:15:00,D2067
LM342,LM,A,SF3,34.0,J,SYY,LM 347  ,2018-04-03 00:00:00,2018-04-03 11:25:00,D404
EZY6942,EZY,A,320,186.0,J,KEF,EZY806  ,2018-04-03 00:00:00,2018-04-03 11:30:00,D2370
EI3672,EI,A,AT7,70.0,J,SNN,EI 3805 ,2018-04-03 00:00:00,2018-04-03 11:30:00,D1964
FR1158,FR,A,73H,189.0,J,WRO,FR 6654 ,2018-04-03 00:00:00,2018-04-03 11:35:00,D2155
KL1281,KL,A,73H,186.0,J,AMS,KL 1282 ,2018-04-03 00:00:00,2018-04-03 11:40:00,D1227
FR2885,FR,A,73H,189.0,J,KUN,FR 6652 ,2018-04-03 00:00:00,2018-04-03 11:45:00,D1140
BA2216,BA,A,E90,98.0,J,LCY,BA 2217 ,2018-04-03 00:00:00,2018-04-03 11:50:00,D1682
EZY6936,EZY,A,320,186.0,J,VIE,EZY6929 ,2018-04-03 00:00:00,2018-04-03 11:50:00,D217
BE293,BE,A,DH4,78.0,J,MAN,BE 687  ,2018-04-03 00:00:00,2018-04-03 11:55:00,D311
FR6267,FR,A,73H,189.0,J,BCN,FR 5579 ,2018-04-03 00:00:00,2018-04-03 11:55:00,D932
BE2104,BE,A,DH4,78.0,J,LHR,BE 2107 ,2018-04-03 00:00:00,2018-04-03 12:00:00,D773
BA1442,BA,A,319,143.0,J,LHR,BA 1445 ,2018-04-03 00:00:00,2018-04-03 12:05:00,D1822
EZY6982,EZY,A,319,156.0,J,LIS,EZY6913 ,2018-04-03 00:00:00,2018-04-03 12:10:00,D556
LM354,LM,A,SF3,33.0,J,LSI,LM 355  ,2018-04-03 00:00:00,2018-04-03 12:10:00,D457
QR29,QR,A,359,283.0,J,DOH,QR 30   ,2018-04-03 00:00:00,2018-04-03 12:15:00,D121
FR4525,FR,A,73H,189.0,J,WMI,FR 1054 ,2018-04-03 00:00:00,2018-04-03 12:35:00,D1752
EZY6922,EZY,A,320,186.0,J,AMS,EZY6955 ,2018-04-03 00:00:00,2018-04-03 12:40:00,D2312
BA2940,BA,A,319,144.0,J,LGW,BA 2941 ,2018-04-03 00:00:00,2018-04-03 12:45:00,D1473
BE846,BE,A,DH4,78.0,J,BHX,BE 768  ,2018-04-03 00:00:00,2018-04-03 12:45:00,D1006
FR816,FR,A,73H,189.0,J,DUB,FR 817  ,2018-04-03 00:00:00,2018-04-03 12:45:00,D1769
BE688,BE,A,DH4,78.0,J,BHD,BE 294  ,2018-04-03 00:00:00,2018-04-03 12:50:00,D1301
FR8883,FR,A,73H,189.0,J,STN,FR 2684 ,2018-04-03 00:00:00,2018-04-03 12:50:00,D2153
LM336,LM,A,SF3,33.0,J,WIC,LM 397 A,2018-04-03 00:00:00,2018-04-03 13:10:00,D509
BE211,BE,A,DH4,78.0,J,EXT,BE 849  ,2018-04-03 00:00:00,2018-04-03 13:15:00,D679
BE767,BE,A,DH4,78.0,J,SOU,BE 851  ,2018-04-03 00:00:00,2018-04-03 13:20:00,D1649
FR1120,FR,A,73H,189.0,J,CCF,FR 6624 ,2018-04-03 00:00:00,2018-04-03 13:25:00,D2049
EI3254,EI,A,AT7,72.0,J,DUB,EI 3255 ,2018-04-03 00:00:00,2018-04-03 13:30:00,D1862
D83502,D8,A,73H,186.0,J,CPH,D8 3503 ,2018-04-03 00:00:00,2018-04-03 13:30:00,D1916
BA1446,BA,A,320,168.0,J,LHR,BA 1453 ,2018-04-03 00:00:00,2018-04-03 13:35:00,D1415
EZY6978,EZY,A,320,186.0,J,SXF,EZY6965 ,2018-04-03 00:00:00,2018-04-03 13:40:00,D878
D86410,D8,A,73H,186.0,J,TFS,D8 6411 ,2018-04-03 00:00:00,2018-04-03 13:45:00,D2088
KL1285,KL,A,E90,100.0,J,AMS,KL 1286 ,2018-04-03 00:00:00,2018-04-03 13:55:00,D1242
FR1070,FR,A,73H,189.0,J,VLC,FR 2753 ,2018-04-03 00:00:00,2018-04-03 13:55:00,D2102
EZY6964,EZY,A,320,186.0,J,JER,EZY808  ,2018-04-03 00:00:00,2018-04-03 13:55:00,D2331
BE656,BE,A,DH4,78.0,J,NOC,BE 1341 ,2018-04-03 00:00:00,2018-04-03 14:10:00,D1314
EZY15,EZY,A,320,186.0,J,LTN,EZY6937 ,2018-04-03 00:00:00,2018-04-03 14:10:00,D70
LM305,LM,A,D38,31.0,J,NWI,LM 306  ,2018-04-03 00:00:00,2018-04-03 14:10:00,D350
EZY807,EZY,A,320,186.0,J,LGW,EZY16   ,2018-04-03 00:00:00,2018-04-03 14:10:00,D2413
BA1444,BA,A,319,143.0,J,LHR,BA 2931 ,2018-04-03 00:00:00,2018-04-03 14:30:00,D1788
D81641,D8,A,7M8,189.0,J,OSL,D8 1604 ,2018-04-03 00:00:00,2018-04-03 14:40:00,D1517
BA8716,BA,A,E70,76.0,J,LCY,BA 8707 ,2018-04-03 00:00:00,2018-04-03 14:40:00,D2583
EI3256,EI,A,AT7,72.0,J,DUB,EI 3257 ,2018-04-03 00:00:00,2018-04-03 14:45:00,D1877
EZY6906,EZY,A,320,186.0,J,GVA,EZY6961 ,2018-04-03 00:00:00,2018-04-03 14:45:00,D226
AF1486,AF,A,E90,100.0,J,CDG,AF 1487 ,2018-04-03 00:00:00,2018-04-03 14:45:00,D1504
SN2063,SN,A,319,141.0,J,BRU,SN 2064 ,2018-04-03 00:00:00,2018-04-03 15:10:00,D1588
LS788,LS,A,73C,148.0,J,BUD,LS 787  ,2018-04-03 00:00:00,2018-04-03 15:15:00,D917
EZY427,EZY,A,319,156.0,J,BRS,EZY428  ,2018-04-03 00:00:00,2018-04-03 15:30:00,D2250
BE848,BE,A,DH4,78.0,J,BHX,BE 1343 ,2018-04-03 00:00:00,2018-04-03 15:30:00,D1023
FR6699,FR,A,73H,189.0,J,LPA,FR 6603 ,2018-04-03 00:00:00,2018-04-03 15:55:00,D2123
BA1448,BA,A,321,205.0,J,LHR,BA 1455 ,2018-04-03 00:00:00,2018-04-03 15:55:00,D1439
KL1289,KL,A,E90,100.0,J,AMS,KL 1290 ,2018-04-03 00:00:00,2018-04-03 16:00:00,D1259
LM398,LM,A,SF3,33.0,J,KOI,LM 351  ,2018-04-03 00:00:00,2018-04-03 16:10:00,D812
LM356,LM,A,SF3,33.0,J,LSI,LM 357  ,2018-04-03 00:00:00,2018-04-03 16:10:00,D811
BA8706,BA,A,E90,98.0,J,LCY,BA 8709 ,2018-04-03 00:00:00,2018-04-03 16:20:00,D2593
EZY237,EZY,A,320,186.0,J,STN,EZY802  ,2018-04-03 00:00:00,2018-04-03 16:20:00,D623
