SERVICE,OPERATOR,A/D,AC,SEAT,TY,O/D,TROUND,FLIGHT_DATE,DATETIME,ID,LINK
LH965,LH,D,321,195.0,J,FRA,LH 964  ,2018-04-09 00:00:00,2018-04-09 17:10:00,D1108,1
EW1713,EW,D,32A,180.0,J,MUC,EW 1712 ,2018-04-09 00:00:00,2018-04-09 17:10:00,D1561,1
FR6618,FR,D,73H,189.0,J,POZ,FR 2685 ,2018-04-09 00:00:00,2018-04-09 17:15:00,D2112,1
FR8888,FR,D,73H,189.0,J,STN,FR 6619 ,2018-04-09 00:00:00,2018-04-09 17:15:00,D2677,1
BE2109,BE,D,DH4,78.0,J,LHR,BE 692  ,2018-04-09 00:00:00,2018-04-09 17:20:00,D1665,1
EZY6957,EZY,D,319,156.0,J,CDG,EZY6932 ,2018-04-09 00:00:00,2018-04-09 17:30:00,D2381,1
BE296,BE,D,DH4,78.0,J,MAN,BE 295  ,2018-04-09 00:00:00,2018-04-09 17:40:00,D327,1
FR2674,FR,D,73H,189.0,J,CPH,FR 814  ,2018-04-09 00:00:00,2018-04-09 17:45:00,D1723,1
BA1459,BA,D,319,143.0,J,LHR,BA 1452 ,2018-04-09 00:00:00,2018-04-09 17:45:00,D1447,1
BE853,BE,D,DH4,78.0,J,BHX,BE 266  ,2018-04-09 00:00:00,2018-04-09 17:50:00,D1045,1
BE772,BE,D,DH4,78.0,J,SOU,BE 850  ,2018-04-09 00:00:00,2018-04-09 18:00:00,D794,1
EZY430,EZY,D,320,186.0,J,BRS,EZY6996 ,2018-04-09 00:00:00,2018-04-09 18:00:00,D565,1
BA8717,BA,D,E90,98.0,J,LCY,BA 8712 ,2018-04-09 00:00:00,2018-04-09 18:00:00,D2631,1
EZY242,EZY,D,320,186.0,J,STN,EZY487  ,2018-04-09 00:00:00,2018-04-09 18:00:00,D235,1
WK311,WK,D,320,180.0,J,ZRH,WK 310  ,2018-04-09 00:00:00,2018-04-09 18:05:00,D368,1
EZY484,EZY,D,320,186.0,J,BFS,EZY803  ,2018-04-09 00:00:00,2018-04-09 18:10:00,D596,1
BA2945,BA,D,319,144.0,J,LGW,BA 1454 ,2018-04-09 00:00:00,2018-04-09 18:25:00,D1821,1
BE267,BE,D,DH4,78.0,J,EMA,BE 771  ,2018-04-09 00:00:00,2018-04-09 18:25:00,D265,1
LM308,LM,D,D38,31.0,J,NWI,LM 307  ,2018-04-09 00:00:00,2018-04-09 18:30:00,D362,1
BA1463,BA,D,319,143.0,J,LHR,BA 2944 ,2018-04-09 00:00:00,2018-04-09 18:40:00,D1472,1
EZY6925,EZY,D,320,180.0,J,AMS,EZY6926 ,2018-04-09 00:00:00,2018-04-09 18:40:00,D2302,1
BE4508,BE,D,E95,118.0,J,CWL,BE 4507 ,2018-04-09 00:00:00,2018-04-09 18:40:00,D2021,1
FR5834,FR,D,73H,189.0,J,BGY,FR 5833 ,2018-04-09 00:00:00,2018-04-09 18:50:00,D2060,1
EI3259,EI,D,AT7,72.0,J,DUB,EI 3258 ,2018-04-09 00:00:00,2018-04-09 18:50:00,D1897,1
BA8719,BA,D,E90,98.0,J,LCY,BA 8708 ,2018-04-09 00:00:00,2018-04-09 18:55:00,D2641,1
VY7816,VY,D,320,180.0,J,BCN,VY 7815 ,2018-04-09 00:00:00,2018-04-09 19:05:00,D2522,1
EZY2686,EZY,D,320,186.0,J,MXP,EZY2685 ,2018-04-09 00:00:00,2018-04-09 19:15:00,D1762,1
BE693,BE,D,DH4,78.0,J,BHD,BE 694  ,2018-04-09 00:00:00,2018-04-09 19:20:00,D695,1
SRR6565,SRR,D,76Y,0.0,F,CGN,SRR6566 ,2018-04-09 00:00:00,2018-04-09 19:25:00,D2101,1
BCS2135,BCS,D,75C,0.0,H,EMA,BCS2134 ,2018-04-09 00:00:00,2018-04-09 19:30:00,D1681,1
BE855,BE,D,DH4,78.0,J,BHX,BE 2108 ,2018-04-09 00:00:00,2018-04-09 19:40:00,D1062,1
3V26H,3V,D,73P,0.0,F,LGG,3V 25  N,2018-04-09 00:00:00,2018-04-09 19:45:00,D102,1
EZY20,EZY,D,320,186.0,J,LTN,EZY429  ,2018-04-09 00:00:00,2018-04-09 19:55:00,D89,1
EZY432,EZY,D,320,186.0,J,BRS,EZY19   ,2018-04-09 00:00:00,2018-04-09 19:55:00,D577,1
NPT9G,NPT,D,73P,0.0,M,STN,NPT9   H,2018-04-09 00:00:00,2018-04-09 20:00:00,D17,1
EZY814,EZY,D,320,186.0,J,LGW,EZY811  ,2018-04-09 00:00:00,2018-04-09 20:15:00,D908,1
EZY490,EZY,D,320,186.0,J,BFS,EZY239  ,2018-04-09 00:00:00,2018-04-09 20:35:00,D629,1
FR819,FR,D,73H,189.0,J,DUB,FR 818  ,2018-04-09 00:00:00,2018-04-09 20:45:00,D951,1
NPT10J,NPT,D,73Y,0.0,M,STN,NPT12  B,2018-04-09 00:00:00,2018-04-09 21:25:00,D26,1
LM776P,LM,D,SF3,0.0,P,EMA,LM 775  ,2018-04-09 00:00:00,2018-04-09 21:40:00,D820,1
NPT12A,NPT,D,73Y,0.0,M,EMA,NPT10  K,2018-04-09 00:00:00,2018-04-09 21:45:00,D56,1
NPT4S,NPT,D,73P,0.0,M,EMA,NPT4   N,2018-04-09 00:00:00,2018-04-09 22:30:00,D8,1
NPT11M,NPT,D,73Y,0.0,M,STN,NPT11  L,2018-04-09 00:00:00,2018-04-09 22:35:00,D35,1
LM769,LM,D,SF3,0.0,M,INV,LM 768  ,2018-04-10 00:00:00,2018-04-10 01:55:00,D788,1
AF1887,AF,D,32A,174.0,J,CDG,AF 1886 ,2018-04-10 00:00:00,2018-04-10 04:55:00,D1579,1
SN2066,SN,D,319,141.0,J,BRU,SN 2065 ,2018-04-10 00:00:00,2018-04-10 04:55:00,D1608,1
EZY6961,EZY,D,320,186.0,J,PRG,EZY6940 ,2018-04-10 00:00:00,2018-04-10 05:00:00,D2405,1
KL1276,KL,D,73H,186.0,J,AMS,KL 1293 ,2018-04-10 00:00:00,2018-04-10 05:00:00,D1202,1
EZY802A,EZY,D,320,186.0,J,LGW,EZY489  ,2018-04-10 00:00:00,2018-04-10 05:05:00,D851,1
BE2101,BE,D,DH4,78.0,J,LHR,BE 1342 ,2018-04-10 00:00:00,2018-04-10 05:20:00,D1620,1
EZY6981,EZY,D,319,156.0,J,LIS,EZY6916 ,2018-04-10 00:00:00,2018-04-10 05:20:00,D2447,1
BA8701,BA,D,E90,98.0,J,LCY,BA 8710 ,2018-04-10 00:00:00,2018-04-10 05:30:00,D2553,1
EZY12,EZY,D,319,156.0,J,LTN,EZY6958 ,2018-04-10 00:00:00,2018-04-10 05:30:00,D41,1
FR6266,FR,D,73H,189.0,J,BCN,FR 1108 ,2018-04-10 00:00:00,2018-04-10 05:30:00,D2081,1
BE1331,BE,D,DH4,78.0,J,LCY,BE 852  ,2018-04-10 00:00:00,2018-04-10 05:30:00,D1275,1
BE290,BE,D,DH4,78.0,J,MAN,BE 1344 ,2018-04-10 00:00:00,2018-04-10 05:40:00,D293,1
EZY6935,EZY,D,320,186.0,J,VIE,EZY431  ,2018-04-10 00:00:00,2018-04-10 05:40:00,D2328,1
BE760,BE,D,DH4,78.0,J,SOU,BE 297  ,2018-04-10 00:00:00,2018-04-10 05:40:00,D743,1
FR2886,FR,D,73H,189.0,J,KUN,FR 8887 ,2018-04-10 00:00:00,2018-04-10 05:45:00,D1778,1
FR6698,FR,D,73H,189.0,J,LPA,FR 2675 ,2018-04-10 00:00:00,2018-04-10 05:45:00,D2199,1
BA2931,BA,D,319,144.0,J,LGW,BA 1458 ,2018-04-10 00:00:00,2018-04-10 05:45:00,D1793,1
BA1435,BA,D,763,259.0,J,LHR,        ,2018-04-10 00:00:00,2018-04-10 05:50:00,D1355,0
BE841,BE,D,DH4,78.0,J,BHX,BE 854  ,2018-04-10 00:00:00,2018-04-10 06:00:00,D971,1
FR8882,FR,D,73H,189.0,J,STN,FR 6625 ,2018-04-10 00:00:00,2018-04-10 06:00:00,D2660,1
EZY232,EZY,D,319,156.0,J,STN,EZY6914 ,2018-04-10 00:00:00,2018-04-10 06:00:00,D184,1
BA8711,BA,D,E90,98.0,J,LCY,BA 8714 ,2018-04-10 00:00:00,2018-04-10 06:05:00,D2606,1
EZY6941,EZY,D,320,186.0,J,KEF,EZY483  ,2018-04-10 00:00:00,2018-04-10 06:05:00,D2346,1
EZY482,EZY,D,320,186.0,J,BFS,EZY241  ,2018-04-10 00:00:00,2018-04-10 06:10:00,D586,1
BE1333,BE,D,DH4,78.0,J,LCY,BE 268  ,2018-04-10 00:00:00,2018-04-10 06:10:00,D1282,1
BE681,BE,D,DH4,78.0,J,BHD,BE 775  ,2018-04-10 00:00:00,2018-04-10 06:20:00,D649,1
LS55C,LS,D,73H,0.0,P,DUB,LS 776  ,2018-04-10 00:00:00,2018-04-10 06:20:00,D144,1
BE261,BE,D,DH4,78.0,J,EMA,BE 2110 ,2018-04-10 00:00:00,2018-04-10 06:20:00,D244,1
LM351,LM,D,SF3,33.0,J,LSI,LM 392  ,2018-04-10 00:00:00,2018-04-10 06:25:00,D417,1
FR1159,FR,D,73H,189.0,J,WRO,FR 1069 ,2018-04-10 00:00:00,2018-04-10 06:30:00,D1188,1
FR1078,FR,D,73H,189.0,J,HAM,FR 1077 ,2018-04-10 00:00:00,2018-04-10 06:30:00,D1169,1
BA8705,BA,D,E90,98.0,J,LCY,BA 8718 ,2018-04-10 00:00:00,2018-04-10 06:35:00,D2579,1
FR4524,FR,D,73H,189.0,J,WMI,FR 6622 ,2018-04-10 00:00:00,2018-04-10 06:40:00,D2033,1
TOM1256,TOM,D,73H,189.0,C,TFS,TOM1131 ,2018-04-10 00:00:00,2018-04-10 07:05:00,D1192,1
BA1461,BA,D,320,168.0,J,LHR,        ,2018-04-10 00:00:00,2018-04-10 07:05:00,D1459,0
FR813,FR,D,73H,189.0,J,DUB,FR 812  ,2018-04-10 00:00:00,2018-04-10 07:15:00,D900,1
EI3251,EI,D,AT7,72.0,J,DUB,EI 3250 ,2018-04-10 00:00:00,2018-04-10 07:20:00,D1839,1
FR1071,FR,D,73H,189.0,J,VLC,FR 5578 ,2018-04-10 00:00:00,2018-04-10 07:25:00,D1160,1
FR1119,FR,D,73H,189.0,J,CCF,FR 6653 ,2018-04-10 00:00:00,2018-04-10 07:30:00,D1182,1
EZS6918,EZS,D,320,186.0,J,BSL,EZS6917 ,2018-04-10 00:00:00,2018-04-10 07:40:00,D2269,1
EZY422,EZY,D,320,186.0,J,BRS,EZY421  ,2018-04-10 00:00:00,2018-04-10 07:40:00,D527,1
BE843,BE,D,DH4,78.0,J,BHX,BE 680  ,2018-04-10 00:00:00,2018-04-10 07:40:00,D986,1
BE4502,BE,D,E75,88.0,J,CWL,BE 4501 ,2018-04-10 00:00:00,2018-04-10 07:40:00,D2003,1
LM302,LM,D,D38,31.0,J,NWI,LM 301  ,2018-04-10 00:00:00,2018-04-10 07:45:00,D338,1
AF1687,AF,D,318,131.0,J,CDG,AF 1686 ,2018-04-10 00:00:00,2018-04-10 07:45:00,D1549,1
BA8703,BA,D,E90,98.0,J,LCY,BA 8700 ,2018-04-10 00:00:00,2018-04-10 07:45:00,D2565,1
EI3675,EI,D,AT7,70.0,J,SNN,EI 3806 ,2018-04-10 00:00:00,2018-04-10 07:50:00,D1957,1
BE2103,BE,D,DH4,78.0,J,LHR,BE 840  ,2018-04-10 00:00:00,2018-04-10 07:55:00,D1630,1
EY28,EY,D,332,262.0,J,AUH,EY 27   ,2018-04-10 00:00:00,2018-04-10 08:05:00,D110,1
KL1278,KL,D,73H,186.0,J,AMS,KL 1277 ,2018-04-10 00:00:00,2018-04-10 08:10:00,D1217,1
UA39,UA,D,75W,169.0,J,EWR,UA 36   ,2018-04-10 00:00:00,2018-04-10 08:15:00,D138,1
BA1439,BA,D,319,143.0,J,LHR,BA 2936 ,2018-04-10 00:00:00,2018-04-10 08:15:00,D1364,1
BA2937,BA,D,319,144.0,J,LGW,BA 1462 ,2018-04-10 00:00:00,2018-04-10 08:20:00,D1800,1
LM391,LM,D,SF3,33.0,J,KOI,LM 390  ,2018-04-10 00:00:00,2018-04-10 08:20:00,D485,1
EI3551,EI,D,AT7,72.0,J,DUB,EI 3550 ,2018-04-10 00:00:00,2018-04-10 08:30:00,D1934,1
LS787,LS,D,73C,148.0,J,BUD,LS 816  ,2018-04-10 00:00:00,2018-04-10 08:30:00,D834,1
LM341,LM,D,SF3,34.0,J,SYY,LM 352  ,2018-04-10 00:00:00,2018-04-10 08:40:00,D396,1
LM353,LM,D,SF3,33.0,J,LSI,LM 398  ,2018-04-10 00:00:00,2018-04-10 08:45:00,D427,1
EZY6977,EZY,D,320,186.0,J,SXF,EZY481  ,2018-04-10 00:00:00,2018-04-10 08:45:00,D2438,1
BA1441,BA,D,763,259.0,J,LHR,BA 1434 ,2018-04-10 00:00:00,2018-04-10 08:55:00,D1374,1
LS745,LS,D,73H,189.0,J,FUE,LS 736  ,2018-04-10 00:00:00,2018-04-10 09:00:00,D737,1
BE292,BE,D,DH4,78.0,J,MAN,BE 291  ,2018-04-10 00:00:00,2018-04-10 09:00:00,D307,1
EZY6921,EZY,D,319,156.0,J,AMS,EZY11   ,2018-04-10 00:00:00,2018-04-10 09:05:00,D2281,1
AA279,AA,D,75W,176.0,J,JFK,AA 278  ,2018-04-10 00:00:00,2018-04-10 09:10:00,D280,1
EZY6973,EZY,D,320,186.0,J,PMI,EZY803  ,2018-04-10 00:00:00,2018-04-10 09:25:00,D2421,1
LS709,LS,D,73H,189.0,J,AYT,LS 716  ,2018-04-10 00:00:00,2018-04-10 09:30:00,D709,1
DY4464,DY,D,73H,186.0,J,ARN,DY 4463 ,2018-04-10 00:00:00,2018-04-10 09:30:00,D1993,1
BE845,BE,D,DH4,78.0,J,BHX,BE 262  ,2018-04-10 00:00:00,2018-04-10 09:40:00,D995,1
REV71D,REV,D,CN2,0.0,F,EMA,REV71  C,2018-04-10 00:00:00,2018-04-10 09:40:00,D152,1
FR8884,FR,D,73H,189.0,J,STN,FR 8881 ,2018-04-10 00:00:00,2018-04-10 09:40:00,D2667,1
BA8715,BA,D,E90,98.0,J,LCY,BA 8704 ,2018-04-10 00:00:00,2018-04-10 09:40:00,D2614,1
EZY6905,EZY,D,320,186.0,J,GVA,EZY6974 ,2018-04-10 00:00:00,2018-04-10 09:45:00,D2229,1
TK1344,TK,D,73H,165.0,J,IST,TK 1343 ,2018-04-10 00:00:00,2018-04-10 09:45:00,D1324,1
BE210,BE,D,DH4,78.0,J,EXT,BE 763  ,2018-04-10 00:00:00,2018-04-10 09:50:00,D171,1
BE764,BE,D,DH4,78.0,J,SOU,BE 1332 ,2018-04-10 00:00:00,2018-04-10 09:50:00,D752,1
SK2542,SK,D,32A,174.0,J,ARN,SK 2541 ,2018-04-10 00:00:00,2018-04-10 10:05:00,D1706,1
EZY6963,EZY,D,320,186.0,J,JER,EZY6960 ,2018-04-10 00:00:00,2018-04-10 10:10:00,D2412,1
DL209,DL,D,75W,168.0,J,JFK,DL 409  ,2018-04-10 00:00:00,2018-04-10 10:25:00,D162,1
D81640,D8,D,7M8,189.0,J,OSL,D8 1601 ,2018-04-10 00:00:00,2018-04-10 10:25:00,D1527,1
LM335,LM,D,SF3,34.0,J,WIC,LM 350  ,2018-04-10 00:00:00,2018-04-10 10:30:00,D384,1
EI3253,EI,D,AT7,72.0,J,DUB,EI 3252 ,2018-04-10 00:00:00,2018-04-10 10:35:00,D1854,1
BA1443,BA,D,320,168.0,J,LHR,BA 1438 ,2018-04-10 00:00:00,2018-04-10 10:45:00,D1389,1
BE655,BE,D,DH4,78.0,J,NOC,BE 1334 ,2018-04-10 00:00:00,2018-04-10 10:55:00,D638,1
BE263,BE,D,DH4,78.0,J,EMA,BE 842  ,2018-04-10 00:00:00,2018-04-10 11:00:00,D255,1
EZY6995,EZY,D,320,186.0,J,MAD,EZY233  ,2018-04-10 00:00:00,2018-04-10 11:00:00,D2485,1
EZY234,EZY,D,320,180.0,J,STN,EZY6962 ,2018-04-10 00:00:00,2018-04-10 11:10:00,D202,1
FR6242,FR,D,73H,189.0,J,NRN,FR 6241 ,2018-04-10 00:00:00,2018-04-10 11:40:00,D2068,1
LH963,LH,D,321,195.0,J,FRA,LH 962  ,2018-04-10 00:00:00,2018-04-10 11:45:00,D1099,1
EI3805,EI,D,AT7,70.0,J,ORK,EI 3672 ,2018-04-10 00:00:00,2018-04-10 12:00:00,D1970,1
KL1282,KL,D,73H,186.0,J,AMS,KL 1281 ,2018-04-10 00:00:00,2018-04-10 12:25:00,D1232,1
BE687,BE,D,DH4,78.0,J,BHD,BE 293  ,2018-04-10 00:00:00,2018-04-10 12:25:00,D675,1
LS61J,LS,D,73H,0.0,P,GLA,LS 6409 ,2018-04-10 00:00:00,2018-04-10 12:25:00,D145,1
BA2217,BA,D,E90,98.0,J,LCY,BA 2216 ,2018-04-10 00:00:00,2018-04-10 12:30:00,D1685,1
EZY806,EZY,D,320,186.0,J,LGW,EZY6942 ,2018-04-10 00:00:00,2018-04-10 12:40:00,D866,1
FR6654,FR,D,73H,189.0,J,BOD,FR 1158 ,2018-04-10 00:00:00,2018-04-10 12:45:00,D2156,1
LM355,LM,D,SF3,33.0,J,LSI,LM 354  ,2018-04-10 00:00:00,2018-04-10 12:45:00,D444,1
BA1445,BA,D,319,143.0,J,LHR,BA 1442 ,2018-04-10 00:00:00,2018-04-10 12:55:00,D1407,1
FR1054,FR,D,73H,189.0,J,PRG,FR 4525 ,2018-04-10 00:00:00,2018-04-10 13:00:00,D1141,1
FR817,FR,D,73H,189.0,J,DUB,FR 816  ,2018-04-10 00:00:00,2018-04-10 13:10:00,D936,1
EZY6955,EZY,D,320,186.0,J,CDG,EZY6922 ,2018-04-10 00:00:00,2018-04-10 13:15:00,D2371,1
EZY238,EZY,D,320,186.0,J,STN,EZY6950 ,2018-04-10 00:00:00,2018-04-10 13:20:00,D218,1
BA2941,BA,D,319,144.0,J,LGW,BA 2940 ,2018-04-10 00:00:00,2018-04-10 13:30:00,D1812,1
BE294,BE,D,DH4,78.0,J,MAN,BE 688  ,2018-04-10 00:00:00,2018-04-10 13:30:00,D315,1
EZY6929,EZY,D,320,186.0,J,DLM,EZY6936 ,2018-04-10 00:00:00,2018-04-10 13:30:00,D2313,1
FR2684,FR,D,73H,189.0,J,STN,FR 8883 ,2018-04-10 00:00:00,2018-04-10 13:40:00,D1754,1
LM397A,LM,D,SF3,33.0,J,KOI,LM 336  ,2018-04-10 00:00:00,2018-04-10 13:45:00,D506,1
LM347,LM,D,SF3,34.0,J,SYY,LM 342  ,2018-04-10 00:00:00,2018-04-10 13:45:00,D406,1
D83503,D8,D,73H,186.0,J,CPH,D8 3502 ,2018-04-10 00:00:00,2018-04-10 14:00:00,D1920,1
EI3255,EI,D,AT7,72.0,J,DUB,EI 3254 ,2018-04-10 00:00:00,2018-04-10 14:00:00,D1869,1
BE768,BE,D,DH4,78.0,J,SOU,BE 846  ,2018-04-10 00:00:00,2018-04-10 14:05:00,D774,1
BE849,BE,D,DH4,78.0,J,BHX,BE 211  ,2018-04-10 00:00:00,2018-04-10 14:10:00,D1008,1
FR2753,FR,D,73H,189.0,J,PSA,FR 1070 ,2018-04-10 00:00:00,2018-04-10 14:15:00,D1770,1
BA1453,BA,D,320,168.0,J,LHR,BA 1446 ,2018-04-10 00:00:00,2018-04-10 14:25:00,D1423,1
D86411,D8,D,73H,186.0,J,TFS,D8 6410 ,2018-04-10 00:00:00,2018-04-10 14:30:00,D2090,1
KL1286,KL,D,E90,100.0,J,AMS,KL 1285 ,2018-04-10 00:00:00,2018-04-10 14:30:00,D1244,1
EZY6937,EZY,D,320,186.0,J,HER,EZY15   ,2018-04-10 00:00:00,2018-04-10 14:35:00,D2332,1
EZY808,EZY,D,320,186.0,J,LGW,EZY6964 ,2018-04-10 00:00:00,2018-04-10 14:35:00,D879,1
BE1341,BE,D,DH4,78.0,J,LCY,BE 656  ,2018-04-10 00:00:00,2018-04-10 14:40:00,D1302,1
EZY16,EZY,D,320,186.0,J,LTN,EZY807  ,2018-04-10 00:00:00,2018-04-10 14:40:00,D71,1
LM306,LM,D,D38,31.0,J,NWI,LM 305  ,2018-04-10 00:00:00,2018-04-10 14:40:00,D353,1
BE689,BE,D,DH4,78.0,J,BHD,BE 2102 ,2018-04-10 00:00:00,2018-04-10 14:45:00,D681,1
EZY6965,EZY,D,320,186.0,J,ATH,EZY6978 ,2018-04-10 00:00:00,2018-04-10 14:45:00,D2414,1
QR30,QR,D,359,283.0,J,DOH,QR 29   ,2018-04-10 00:00:00,2018-04-10 14:45:00,D122,1
BE2107,BE,D,DH4,78.0,J,LHR,BE 2104 ,2018-04-10 00:00:00,2018-04-10 14:50:00,D1650,1
EI3257,EI,D,AT7,72.0,J,DUB,EI 3256 ,2018-04-10 00:00:00,2018-04-10 15:15:00,D1884,1
BA1447,BA,D,320,168.0,J,LHR,BA 1432 ,2018-04-10 00:00:00,2018-04-10 15:15:00,D1416,1
AF1487,AF,D,E90,100.0,J,CDG,AF 1486 ,2018-04-10 00:00:00,2018-04-10 15:25:00,D1505,1
BA8707,BA,D,E70,76.0,J,LCY,BA 8716 ,2018-04-10 00:00:00,2018-04-10 15:30:00,D2586,1
FR6652,FR,D,73H,189.0,J,AGP,FR 2885 ,2018-04-10 00:00:00,2018-04-10 15:40:00,D2154,1
EZY6991,EZY,D,319,156.0,J,NAP,EZY231  ,2018-04-10 00:00:00,2018-04-10 15:40:00,D2471,1
SN2064,SN,D,319,141.0,J,BRU,SN 2063 ,2018-04-10 00:00:00,2018-04-10 15:55:00,D1595,1
FR5579,FR,D,73H,189.0,J,ALC,FR 6267 ,2018-04-10 00:00:00,2018-04-10 15:55:00,D2050,1
BE1343,BE,D,DH4,78.0,J,LCY,BE 848  ,2018-04-10 00:00:00,2018-04-10 15:55:00,D1315,1
EZY428,EZY,D,319,156.0,J,BRS,EZY427  ,2018-04-10 00:00:00,2018-04-10 16:00:00,D557,1
D81604,D8,D,7M8,189.0,J,PVD,D8 1641 ,2018-04-10 00:00:00,2018-04-10 16:10:00,D1519,1
BE851,BE,D,DH4,78.0,J,BHX,BE 767  ,2018-04-10 00:00:00,2018-04-10 16:15:00,D1024,1
KL1290,KL,D,E90,100.0,J,AMS,KL 1289 ,2018-04-10 00:00:00,2018-04-10 16:30:00,D1266,1
FR6603,FR,D,73H,189.0,J,OPO,FR 6699 ,2018-04-10 00:00:00,2018-04-10 16:35:00,D2103,1
BA1455,BA,D,321,205.0,J,LHR,BA 1448 ,2018-04-10 00:00:00,2018-04-10 16:40:00,D1440,1
FR6624,FR,D,73H,189.0,J,KRK,FR 1120 ,2018-04-10 00:00:00,2018-04-10 16:45:00,D2124,1
BA8709,BA,D,E90,98.0,J,LCY,BA 8706 ,2018-04-10 00:00:00,2018-04-10 16:50:00,D2596,1
LM357,LM,D,SF3,33.0,J,LSI,LM 356  ,2018-04-10 00:00:00,2018-04-10 16:55:00,D462,1
LM399,LM,D,SF3,34.0,J,KOI,LM 348  ,2018-04-10 00:00:00,2018-04-10 17:00:00,D513,1
FR7921,FR,D,73H,189.0,J,GDN,FR 7922 ,2018-04-10 00:00:00,2018-04-10 17:05:00,D2541,1
EZY6913,EZY,D,319,156.0,J,MUC,EZY6982 ,2018-04-10 00:00:00,2018-04-10 17:05:00,D2251,1
EZY240,EZY,D,320,186.0,J,STN,EZY809  ,2018-04-10 00:00:00,2018-04-10 17:05:00,D227,1
FR6695,FR,D,73H,189.0,J,MLA,FR 6696 ,2018-04-10 00:00:00,2018-04-10 17:10:00,D2193,1
LH965,LH,D,321,195.0,J,FRA,LH 964  ,2018-04-10 00:00:00,2018-04-10 17:10:00,D1109,1
FR8888,FR,D,73H,189.0,J,STN,FR 2685 ,2018-04-10 00:00:00,2018-04-10 17:15:00,D2683,1
BE2109,BE,D,DH4,78.0,J,LHR,BE 692  ,2018-04-10 00:00:00,2018-04-10 17:20:00,D1666,1
BE296,BE,D,DH4,78.0,J,MAN,BE 295  ,2018-04-10 00:00:00,2018-04-10 17:40:00,D328,1
BA1459,BA,D,320,168.0,J,LHR,BA 1452 ,2018-04-10 00:00:00,2018-04-10 17:40:00,D1449,1
BE853,BE,D,DH4,78.0,J,BHX,BE 266  ,2018-04-10 00:00:00,2018-04-10 17:50:00,D1046,1
EZY488,EZY,D,320,186.0,J,BFS,EZY6956 ,2018-04-10 00:00:00,2018-04-10 17:55:00,D624,1
BE772,BE,D,DH4,78.0,J,SOU,BE 850  ,2018-04-10 00:00:00,2018-04-10 18:00:00,D795,1
EZY430,EZY,D,320,186.0,J,BRS,EZY6996 ,2018-04-10 00:00:00,2018-04-10 18:00:00,D566,1
BA8717,BA,D,E90,98.0,J,LCY,BA 8712 ,2018-04-10 00:00:00,2018-04-10 18:00:00,D2627,1
EW1713,EW,D,32A,180.0,J,MUC,EW 1712 ,2018-04-10 00:00:00,2018-04-10 18:00:00,D1563,1
BA2945,BA,D,319,144.0,J,LGW,BA 1454 ,2018-04-10 00:00:00,2018-04-10 18:05:00,D1823,1
FR1059,FR,D,73H,189.0,J,SZZ,FR 1053 ,2018-04-10 00:00:00,2018-04-10 18:10:00,D1146,1
FR4383,FR,D,73H,189.0,J,HHN,FR 6655 ,2018-04-10 00:00:00,2018-04-10 18:10:00,D1987,1
FR6656,FR,D,73H,189.0,J,PMI,FR 6657 ,2018-04-10 00:00:00,2018-04-10 18:15:00,D2173,1
BE267,BE,D,DH4,78.0,J,EMA,BE 771  ,2018-04-10 00:00:00,2018-04-10 18:25:00,D266,1
BA1463,BA,D,319,143.0,J,LHR,BA 2944 ,2018-04-10 00:00:00,2018-04-10 18:30:00,D1474,1
LM308,LM,D,D38,31.0,J,NWI,LM 307  ,2018-04-10 00:00:00,2018-04-10 18:30:00,D363,1
BE4508,BE,D,E95,118.0,J,CWL,BE 4507 ,2018-04-10 00:00:00,2018-04-10 18:40:00,D2022,1
EZY6925,EZY,D,320,180.0,J,AMS,EZY6926 ,2018-04-10 00:00:00,2018-04-10 18:45:00,D2307,1
FR5834,FR,D,73H,189.0,J,BGY,FR 5833 ,2018-04-10 00:00:00,2018-04-10 18:50:00,D2061,1
EI3259,EI,D,AT7,72.0,J,DUB,EI 3258 ,2018-04-10 00:00:00,2018-04-10 18:50:00,D1898,1
BA8719,BA,D,E90,98.0,J,LCY,BA 8708 ,2018-04-10 00:00:00,2018-04-10 18:55:00,D2634,1
VY7816,VY,D,320,180.0,J,BCN,VY 7815 ,2018-04-10 00:00:00,2018-04-10 19:05:00,D2525,1
BE693,BE,D,DH4,78.0,J,BHD,BE 694  ,2018-04-10 00:00:00,2018-04-10 19:15:00,D700,1
EZY2686,EZY,D,320,186.0,J,MXP,EZY2685 ,2018-04-10 00:00:00,2018-04-10 19:15:00,D1763,1
SRR6565,SRR,D,76Y,0.0,F,CGN,SRR6566 ,2018-04-10 00:00:00,2018-04-10 19:25:00,D2096,1
BCS2135,BCS,D,75C,0.0,H,EMA,BCS2134 ,2018-04-10 00:00:00,2018-04-10 19:30:00,D1674,1
BE855,BE,D,DH4,78.0,J,BHX,BE 2108 ,2018-04-10 00:00:00,2018-04-10 19:40:00,D1063,1
3V26H,3V,D,73P,0.0,F,LGG,3V 25  N,2018-04-10 00:00:00,2018-04-10 19:45:00,D97,1
EZY20,EZY,D,320,186.0,J,LTN,EZY19   ,2018-04-10 00:00:00,2018-04-10 19:55:00,D83,1
NPT9G,NPT,D,73P,0.0,M,STN,NPT9   H,2018-04-10 00:00:00,2018-04-10 20:00:00,D14,1
EZY814,EZY,D,320,180.0,J,LGW,EZY811  ,2018-04-10 00:00:00,2018-04-10 20:20:00,D914,1
